state,district,dem_cand,rep_cand,inc_seat,unopp,part_base,pr_dem,dem_mean,dem_q10,dem_q25,dem_q75,dem_q90
MT,2,P. RONNING,M. ROSENDALE,gop,0,0.34181,0.00089,0.33405,0.28059,0.30434,0.36025,0.39056
NC,1,DONALD DAVIS,S. SMITH,open,0,0.51421,0.46696,0.49682,0.43933,0.46628,0.52788,0.55594
NC,2,D. ROSS,C. VILLAVERDE,dem,0,0.62517,0.9933,0.61076,0.55724,0.58399,0.63876,0.66257
NC,3,B. GASKINS,G. MURPHY,gop,0,0.35056,0.00067,0.34681,0.29234,0.31715,0.37541,0.40219
NC,4,V. FOUSHEE,C. GEELS,open,0,0.6575,0.99754,0.63276,0.57396,0.60298,0.6637,0.69063
NC,5,K. PARRISH,V. FOXX,gop,0,0.37039,0.00781,0.38892,0.33538,0.35888,0.41627,0.44548
NC,6,K. MANNING,C. CASTELLI,dem,0,0.54036,0.78549,0.53455,0.47927,0.50491,0.56492,0.58996
NC,7,C. GRAHAM,D. ROUZER,gop,0,0.41387,0.04018,0.4204,0.36539,0.39089,0.44856,0.47709
NC,8,S. HUFFMAN,D. BISHOP,gop,0,0.30769,0.00045,0.31402,0.26571,0.28719,0.33927,0.36293
NC,9,B. CLARK,R. HUDSON,gop,0,0.43672,0.08795,0.44005,0.38371,0.40921,0.47015,0.49707
NC,10,P. GENANT,P. MCHENRY,gop,0,0.28171,0.00022,0.3056,0.25621,0.27695,0.33246,0.35744
NC,11,J. FERRARA,C. EDWARDS,open,0,0.4262,0.07165,0.42722,0.3658,0.39408,0.45905,0.48979
NC,12,A. ADAMS,T. LEE,dem,0,0.63187,0.99219,0.60651,0.55308,0.5796,0.63433,0.65743
NC,13,W. NICKEL,B. HINES,open,0,0.48575,0.31071,0.47673,0.41357,0.44417,0.50936,0.53856
NC,14,J. JACKSON,P. HARRIGAN,open,0,0.56109,0.87656,0.55559,0.49438,0.52355,0.58858,0.61751
ND,1,,K. ARMSTRONG,gop,1,0.30826,0,,,,,
NE,1,P. BROOKS,M. FLOOD,gop,0,0.42187,0.02991,0.4046,0.34398,0.37178,0.43621,0.4663
NE,2,T. VARGAS,D. BACON,gop,0,0.21947,0,0.22646,0.18245,0.20103,0.24851,0.27276
NE,3,D. ELSE,A. SMITH,gop,0,0.50903,0.17143,0.459,0.40337,0.42982,0.48864,0.51479
NH,1,C. PAPPAS,K. LEAVITT,dem,0,0.50741,0.58147,0.50756,0.45214,0.47907,0.53639,0.56261
NH,2,A. KUSTER,B. BURNS,dem,0,0.52238,0.64911,0.5152,0.45993,0.48724,0.54341,0.56974
NJ,1,D. NORCROSS,C. GUSTAFSON,dem,0,0.60203,0.98036,0.57779,0.53228,0.55432,0.60268,0.62438
NJ,2,T. ALEXANDER,J. DREW,gop,0,0.45179,0.10647,0.442,0.3861,0.41096,0.47159,0.50143
NJ,3,A. KIM,B. HEALEY,dem,0,0.54893,0.90781,0.55744,0.50284,0.52958,0.58601,0.6111
NJ,4,M. JENKINS,C. SMITH,gop,0,0.36543,0,0.32905,0.27833,0.30143,0.35436,0.38118
NJ,5,J. GOTTHEIMER,F. PALLOTTA,dem,0,0.54062,0.91875,0.54961,0.50411,0.52623,0.57371,0.59498
NJ,6,F. PALLONE,S. KILEY,dem,0,0.57462,0.97679,0.58534,0.53221,0.55924,0.6132,0.63585
NJ,7,T. MALINOWSKI,T. KEAN,dem,0,0.49597,0.19598,0.46727,0.41793,0.44088,0.49258,0.5181
NJ,8,R. MENENDEZ,M. ARROYO,open,0,0.71085,0.99978,0.68379,0.63033,0.65629,0.71186,0.73721
NJ,9,B. PASCRELL,B. PREMPEH,dem,0,0.57377,0.99643,0.60481,0.55947,0.58206,0.62851,0.6494
NJ,10,D. PAYNE,D. PINCKNEY,dem,0,0.79842,1,0.81218,0.78145,0.79744,0.8283,0.84151
NJ,11,M. SHERRILL,P. DEGROOT,dem,0,0.56256,0.9404,0.5656,0.51227,0.53839,0.59374,0.61791
NJ,12,B. COLEMAN,D. MAYFIELD,dem,0,0.65345,0.99754,0.61646,0.56429,0.58938,0.64349,0.66721
NM,1,M. STANSBURY,M. HOLMES,dem,0,0.5519,0.74821,0.53064,0.47207,0.49971,0.56052,0.59012
NM,2,G. VASQUEZ,Y. HERRELL,gop,0,0.50751,0.31496,0.47892,0.4206,0.44788,0.50878,0.53981
NM,3,T. FERNANDEZ,A. JOHNSON,dem,0,0.53239,0.81406,0.53283,0.48561,0.50804,0.5583,0.58057
NV,1,D. TITUS,M. ROBERTSON,dem,0,0.52056,0.60446,0.51069,0.4553,0.48203,0.53934,0.56574
NV,2,E. KRAUSE,M. AMODEI,gop,0,0.42109,0.00737,0.38722,0.33304,0.35852,0.4137,0.44278
NV,3,S. LEE,A. BECKER,dem,0,0.51137,0.57143,0.50725,0.45216,0.47972,0.53588,0.56079
NV,4,S. HORSFORD,S. PETERS,dem,0,0.51961,0.45893,0.4965,0.44215,0.46843,0.52479,0.5512
NY,1,B. FLEMING,N. LALOTA,open,0,0.4784,0.37612,0.48518,0.42181,0.45114,0.51875,0.54897
NY,2,J. GORDON,A. GARBARINO,gop,0,0.46976,0.04911,0.43641,0.38867,0.41031,0.46141,0.48479
NY,3,R. ZIMMERMAN,G. SANTOS,open,0,0.5185,0.65134,0.5181,0.45872,0.48625,0.54918,0.5767
NY,4,L. GILLEN,A. D'ESPOSITO,open,0,0.55097,0.85,0.5491,0.48711,0.51696,0.58182,0.61121
NY,5,G. MEEKS,P. KING,dem,0,0.80038,1,0.76008,0.72327,0.74172,0.77979,0.7961
NY,6,G. MENG,T. ZMICH,dem,0,0.6319,0.99978,0.66287,0.61921,0.64187,0.68544,0.70485
NY,7,N. VELAZQUEZ,J. PAGAN,dem,0,0.80187,0.99955,0.81931,0.78473,0.80246,0.83794,0.85239
NY,8,H. JEFFRIES,Y. DASHEVSKY,dem,0,0.75191,1,0.76658,0.72441,0.74609,0.78927,0.80642
NY,9,Y. CLARKE,M. RAITPORT,dem,0,0.73972,0.99978,0.76311,0.72166,0.74319,0.78542,0.80257
NY,10,D. GOLDMAN,B. HAMDAN,open,0,0.8484,1,0.81882,0.77889,0.79877,0.84075,0.85703
NY,11,M. ROSE,N. MALLIOTAKIS,gop,0,0.43906,0.04062,0.42944,0.38081,0.40329,0.45429,0.48011
NY,12,J. NADLER,M. ZUMBLUSKAS,dem,0,0.84891,0.99978,0.82413,0.78943,0.80797,0.84262,0.85695
NY,13,A. ESPAILLAT,,dem,1,0.87797,1,,,,,
NY,14,A. CORTEZ,T. FORTE,dem,0,0.76652,1,0.75537,0.71132,0.73387,0.77849,0.79697
NY,15,R. TORRES,S. SAPASKIS,dem,0,0.83952,1,0.83692,0.80029,0.81899,0.85703,0.87111
NY,16,J. BOWMAN,M. FLISSER,dem,0,0.70146,0.99978,0.6878,0.63287,0.66117,0.71596,0.7393
NY,17,S. MALONEY,M. LAWLER,dem,0,0.52847,0.83728,0.54076,0.48611,0.51359,0.56952,0.59444
NY,18,P. RYAN,C. SCHMITT,dem,0,0.51998,0.6779,0.52347,0.4614,0.49025,0.55649,0.58684
NY,19,J. RILEY,M. MOLINARO,open,0,0.50084,0.45692,0.49536,0.4333,0.46238,0.52678,0.55673
NY,20,P. TONKO,E. JOY,dem,0,0.57555,0.98951,0.5868,0.54112,0.56345,0.61063,0.63299
NY,21,M. CASTELLI,E. STEFANIK,gop,0,0.41445,0.00134,0.34918,0.29658,0.32085,0.37595,0.40441
NY,22,F. CONOLE,B. WILLIAMS,open,0,0.51531,0.62701,0.51642,0.45615,0.48454,0.54869,0.57796
NY,23,M. PIA,N. LANGWORTHY,open,0,0.39032,0.02098,0.39766,0.33734,0.36473,0.42899,0.45871
NY,24,S. HOLDEN,C. TENNEY,gop,0,0.39021,0.03393,0.4133,0.35633,0.38123,0.44303,0.47331
NY,25,J. MORELLE,L. SINGLETARY,dem,0,0.57868,0.88817,0.55173,0.49763,0.52319,0.58006,0.60599
NY,26,B. HIGGINS,S. SAMS,dem,0,0.59706,1,0.65901,0.61029,0.63478,0.68523,0.706
OH,1,G. LANDSMAN,S. CHABOT,gop,0,0.52017,0.29799,0.47819,0.42224,0.44816,0.50706,0.53459
OH,2,S. MEADOWS,B. WENSTRUP,gop,0,0.25266,0.00022,0.24409,0.19922,0.21896,0.26672,0.2908
OH,3,J. BEATTY,L. STAHLEY,dem,0,0.70337,1,0.68654,0.6417,0.66401,0.7112,0.73085
OH,4,T. WILSON,J. JORDAN,gop,0,0.29956,0,0.29459,0.24647,0.26666,0.3205,0.34669
OH,5,C. SWARTZ,B. LATTA,gop,0,0.34301,0.00067,0.32025,0.26881,0.29131,0.34683,0.37513
OH,6,L. LYRAS,B. JOHNSON,gop,0,0.33389,0.00179,0.35335,0.29949,0.32455,0.38115,0.40708
OH,7,M. DIEMER,M. MILLER,open,0,0.43097,0.07388,0.42528,0.3618,0.39208,0.45688,0.49073
OH,8,V. ENOCH,W. DAVIDSON,gop,0,0.36698,0.00022,0.34414,0.29988,0.32103,0.36701,0.38847
OH,9,M. KAPTUR,J. MAJEWSKI,dem,0,0.4624,0.43393,0.49296,0.43822,0.46451,0.52202,0.54703
OH,10,D. ESRATI,M. TURNER,gop,0,0.45938,0.0221,0.40542,0.34926,0.37518,0.43283,0.46325
OH,11,S. BROWN,E. BREWER,dem,0,0.77513,1,0.74792,0.69904,0.72388,0.77309,0.79415
OH,12,A. ELTON,T. BALDERSON,gop,0,0.32299,0.00022,0.32577,0.27384,0.2969,0.35235,0.37954
OH,13,E. SYKES,M. GILBERT,open,0,0.49161,0.32076,0.47769,0.4155,0.44585,0.50984,0.53902
OH,14,M. KILBOY,D. JOYCE,gop,0,0.40221,0.00246,0.37038,0.31771,0.34232,0.3973,0.42509
OH,15,G. JOSEPHSON,M. CAREY,gop,0,0.44266,0.0558,0.42254,0.36199,0.38977,0.45476,0.48478
OK,1,A. MARTIN,K. HERN,gop,0,0.36956,0.00379,0.36656,0.3118,0.33628,0.39501,0.42321
OK,2,N. ANDREWS,J. BRECHEEN,open,0,0.21249,0.00022,0.23264,0.18405,0.20538,0.25802,0.28305
OK,3,J. ROSS,F. LUCAS,gop,0,0.26265,0,0.25195,0.20622,0.22659,0.27572,0.3011
OK,4,M. BRANNON,T. COLE,gop,0,0.3216,0,0.31849,0.27543,0.29528,0.34078,0.36285
OK,5,J. TILL,S. BICE,gop,0,0.38505,0.00201,0.36156,0.30999,0.33372,0.38816,0.41539
OR,1,S. BONAMICI,C. MANN,dem,0,0.68334,1,0.66999,0.6219,0.64644,0.69509,0.7168
OR,2,J. YETTER,C. BENTZ,gop,0,0.353,0.00112,0.33858,0.28496,0.30867,0.3671,0.39344
OR,3,E. BLUMENAUER,J. HARBOUR,dem,0,0.7251,1,0.72268,0.68323,0.7025,0.74317,0.76117
OR,4,V. HOYLE,A. SKARLATOS,open,0,0.54513,0.58393,0.50911,0.44899,0.47688,0.54071,0.56971
OR,5,J. SKINNER,L. DEREMER,open,0,0.52053,0.77835,0.53533,0.47352,0.50431,0.56702,0.59684
OR,6,A. SALINAS,M. ERICKSON,open,0,0.54495,0.67277,0.52194,0.46121,0.48931,0.55489,0.58418
PA,1,A. EHASZ,B. FITZPATRICK,gop,0,0.50073,0.08728,0.43985,0.38599,0.40973,0.4685,0.49711
PA,2,B. BOYLE,A. BASHIR,dem,0,0.69657,1,0.7088,0.66115,0.68524,0.73432,0.75502
PA,3,D. EVANS,,dem,1,0.89912,1,,,,,
PA,4,M. DEAN,C. NASCIMENTO,dem,0,0.57322,0.94063,0.57378,0.51308,0.54204,0.60588,0.6344
PA,5,M. SCANLON,D. GALLUCH,dem,0,0.64251,0.99442,0.61199,0.56021,0.58529,0.63915,0.66466
PA,6,C. HOULAHAN,G. CIARROCCHI,dem,0,0.55236,0.8183,0.53776,0.48342,0.5095,0.56688,0.59076
PA,7,S. WILD,L. SCHELLER,dem,0,0.47991,0.24308,0.47409,0.4257,0.44976,0.49909,0.52223
PA,8,M. CARTWRIGHT,J. BOGNET,dem,0,0.46302,0.42344,0.49239,0.44391,0.46767,0.51732,0.54045
PA,9,A. WALDMAN,D. MEUSER,gop,0,0.29465,0.00045,0.31033,0.25857,0.28149,0.33568,0.36522
PA,10,S. DANIELS,S. PERRY,gop,0,0.45582,0.03103,0.41403,0.35921,0.38353,0.44233,0.47354
PA,11,B. HOLLISTER,L. SMUCKER,gop,0,0.3712,0.00357,0.37277,0.31808,0.34324,0.40061,0.42994
PA,12,S. LEE,M. DOYLE,open,0,0.57859,0.91094,0.56474,0.50359,0.53206,0.5963,0.62576
PA,13,,J. JOYCE,gop,1,0.253,0,,,,,
PA,14,,G. RESCHENTHALER,gop,1,0.32013,0,,,,,
PA,15,M. MOLESEVICH,G. THOMPSON,gop,0,0.29219,0.00022,0.2913,0.24661,0.26631,0.31407,0.33685
PA,16,D. PASTORE,M. KELLY,gop,0,0.3737,0.01228,0.38833,0.33221,0.3576,0.41656,0.44538
PA,17,C. DELUZIO,J. SHAFFER,open,0,0.50707,0.52188,0.50183,0.43668,0.46839,0.53441,0.56414
RI,1,D. CICILLINE,A. WATERS,dem,0,0.62668,0.97031,0.5831,0.52923,0.55622,0.61149,0.63656
RI,2,S. MAGAZINER,A. FUNG,open,0,0.54735,0.8029,0.54173,0.47907,0.50902,0.57452,0.60448
SC,1,A. ANDREWS,N. MACE,gop,0,0.43406,0.02054,0.40723,0.35042,0.37696,0.43751,0.46406
SC,2,J. LARKINS,J. WILSON,gop,0,0.4246,0.05402,0.42653,0.36892,0.39656,0.4563,0.4839
SC,3,,J. DUNCAN,gop,1,0.29098,0,,,,,
SC,4,,W. TIMMONS,gop,1,0.38358,0,,,,,
SC,5,E. HUNDLEY,R. NORMAN,gop,0,0.38664,0.00871,0.38452,0.3294,0.35498,0.41243,0.43984
SC,6,J. CLYBURN,D. BUCKNER,dem,0,0.64038,0.99911,0.64388,0.59408,0.61938,0.66969,0.69287
SC,7,D. SCOTT,R. FRY,open,0,0.3841,0.01429,0.38913,0.32876,0.35694,0.42017,0.45033
SD,1,,D. JOHNSON,gop,1,0.34486,0,,,,,
TN,1,C. PARSONS,D. HARSHBARGER,gop,0,0.20872,0,0.22233,0.17768,0.19724,0.24438,0.26845
TN,2,M. HARMON,T. BURCHETT,gop,0,0.33116,0.00045,0.31705,0.26302,0.2875,0.34458,0.37362
TN,3,M. GORMAN,C. FLEISCHMANN,gop,0,0.3174,0.00022,0.31234,0.26877,0.28819,0.3352,0.35707
TN,4,W. STEELE,S. DESJARLAIS,gop,0,0.28871,0.00067,0.33837,0.28472,0.30785,0.36653,0.39482
TN,5,H. CAMPBELL,A. OGLES,open,0,0.4173,0.04777,0.41694,0.35458,0.38428,0.44871,0.48
TN,6,R. COOPER,J. ROSE,gop,0,0.33545,0.00067,0.33331,0.28243,0.30513,0.35958,0.38857
TN,7,O. KELLY,M. GREEN,gop,0,0.40065,0.00558,0.3782,0.32467,0.34893,0.40696,0.43394
TN,8,L. WILLIAMS,D. KUSTOFF,gop,0,0.29221,0,0.27321,0.22438,0.24565,0.2995,0.32526
TN,9,S. COHEN,C. BERGMANN,dem,0,0.72011,1,0.70838,0.67121,0.6903,0.72793,0.74572
TX,1,J. JEFFERSON,N. MORAN,open,0,0.25057,0.00022,0.26814,0.21655,0.23803,0.29486,0.3223
TX,2,R. FULFORD,D. CRENSHAW,gop,0,0.36325,0.0029,0.35029,0.29762,0.32208,0.37675,0.40537
TX,3,S. SANDEEPIVASTAVA,K. SELF,open,0,0.40399,0.02879,0.40586,0.34535,0.37283,0.43764,0.46641
TX,4,I. OMERE,P. FALLON,gop,0,0.34687,0.00112,0.32859,0.27426,0.29836,0.35596,0.38496
TX,5,T. HILL,L. GOODEN,gop,0,0.36539,0.00313,0.36248,0.30813,0.33263,0.39026,0.41967
TX,6,,J. ELLZEY,gop,1,0.35888,0,,,,,
TX,7,L. FLETCHER,J. TEAGUE,dem,0,0.62993,0.9971,0.63122,0.58209,0.60578,0.65742,0.68008
TX,8,L. JONES,M. LUTTRELL,open,0,0.34134,0.00045,0.35086,0.29406,0.31952,0.37995,0.41136
TX,9,A. GREEN,J. LEON,dem,0,0.75263,1,0.74439,0.70302,0.72307,0.76644,0.78577
TX,10,L. NUNO,M. MCCAUL,gop,0,0.38388,0.00647,0.37794,0.32257,0.34799,0.40743,0.43467
TX,11,,A. PFLUGER,gop,1,0.27639,0,,,,,
TX,12,T. HUNT,K. GRANGER,gop,0,0.38521,0.00223,0.36203,0.30923,0.33308,0.38911,0.41621
TX,13,K. BROWN,R. JACKSON,gop,0,0.25083,0,0.25124,0.2055,0.22575,0.27541,0.30076
TX,14,M. WILLIAMS,R. WEBER,gop,0,0.33435,0.00156,0.34992,0.29644,0.32055,0.37653,0.40502
TX,15,M. VALLEJO,M. CRUZ,open,0,0.46393,0.20089,0.45944,0.39854,0.42619,0.49148,0.52184
TX,16,V. ESCOBAR,I. JACKSON,dem,0,0.66064,0.99933,0.63306,0.58858,0.61107,0.65579,0.67613
TX,17,M. WOODS,P. SESSIONS,gop,0,0.36156,0.00313,0.36798,0.31454,0.33855,0.39523,0.42301
TX,18,S. LEE,C. MONTIEL,dem,0,0.72806,0.99978,0.6948,0.6476,0.67136,0.71922,0.74008
TX,19,,J. ARRINGTON,gop,1,0.24767,0,,,,,
TX,20,J. CASTRO,K. SINCLAIR,dem,0,0.64802,0.99933,0.65327,0.60246,0.62806,0.68003,0.70194
TX,21,C. ZAPATA,C. ROY,gop,0,0.37819,0.00647,0.38137,0.32525,0.35106,0.41062,0.43859
TX,22,J. JORDAN,T. NEHLS,gop,0,0.39681,0.00692,0.37687,0.32054,0.34591,0.4062,0.43458
TX,23,J. LIRA,T. GONZALES,gop,0,0.44346,0.05112,0.42258,0.36291,0.39085,0.45309,0.48202
TX,24,J. MCDOWELL,B. DUYNE,gop,0,0.41524,0.00513,0.39395,0.34383,0.36615,0.42082,0.44462
TX,25,,R. WILLIAMS,gop,1,0.32252,0,,,,,
TX,26,,M. BURGESS,gop,1,0.38509,0,,,,,
TX,27,M. PEREZ,M. CLOUD,gop,0,0.36504,0.00089,0.35007,0.29616,0.32073,0.37825,0.4049
TX,28,H. CUELLAR,C. GARCIA,dem,0,0.51254,0.87165,0.55132,0.49376,0.52116,0.58244,0.60805
TX,29,S. GARCIA,R. SCHAFRANEK,dem,0,0.66645,0.99978,0.68003,0.62981,0.6558,0.70569,0.72793
TX,30,J. CROCKETT,J. RODGERS,open,0,0.77155,1,0.73824,0.68849,0.71314,0.76437,0.78556
TX,31,,J. CARTER,gop,1,0.37675,0,,,,,
TX,32,C. ALLRED,A. SWAD,dem,0,0.64596,0.9971,0.6208,0.56808,0.59356,0.64828,0.67272
TX,33,M. VEASEY,P. GILLESPIE,dem,0,0.73738,0.99978,0.71176,0.66661,0.68964,0.7357,0.75508
TX,34,V. GONZALEZ,M. FLORES,gop,0,0.55621,0.70067,0.52186,0.46638,0.49405,0.55057,0.57661
TX,35,G. CASAR,D. MCQUEEN,open,0,0.70804,0.99978,0.67888,0.62531,0.65183,0.70769,0.73163
TX,36,J. HAIRE,B. BABIN,gop,0,0.3207,0.00022,0.31121,0.26152,0.28432,0.33655,0.36182
TX,37,L. DOGGETT,J. SHARON,dem,0,0.75255,1,0.73487,0.6977,0.71671,0.75383,0.77096
TX,38,D. KLUSSMANN,W. HUNT,open,0,0.38636,0.00826,0.37829,0.32197,0.3474,0.40822,0.43754
UT,1,R. JONES,B. MOORE,gop,0,0.37678,0.00156,0.3553,0.30275,0.32606,0.38253,0.4108
UT,2,N. MITCHELL,C. STEWART,gop,0,0.38863,0.01317,0.39347,0.33988,0.36327,0.4218,0.45107
UT,3,G. WRIGHT,J. CURTIS,gop,0,0.37663,0.00067,0.32126,0.27101,0.29396,0.34654,0.37368
UT,4,D. MCDONALD,B. OWENS,gop,0,0.3433,0.00268,0.34834,0.29203,0.3174,0.37727,0.4051
VA,1,H. JONES,R. WITTMAN,gop,0,0.44418,0.03103,0.41669,0.36294,0.38777,0.44406,0.47332
VA,2,E. LURIA,J. KIGGANS,dem,0,0.48782,0.57634,0.50742,0.44924,0.47794,0.53769,0.56434
VA,3,R. SCOTT,T. NAMKUNG,dem,0,0.67528,0.99978,0.65877,0.60888,0.63428,0.6854,0.70592
VA,4,A. MCEACHIN,L. BENJAMIN,dem,0,0.6619,0.99933,0.63761,0.59322,0.61591,0.66055,0.68082
VA,5,J. THRONEBURG,B. GOOD,gop,0,0.43588,0.08772,0.4358,0.37671,0.40447,0.46566,0.49554
VA,6,J. LEWIS,B. CLINE,gop,0,0.3657,0.00022,0.3483,0.30141,0.32308,0.37255,0.39459
VA,7,A. SPANBERGER,Y. VEGA,dem,0,0.51101,0.61786,0.51421,0.45732,0.48415,0.54378,0.57062
VA,8,D. BEYER,K. LIPSMAN,dem,0,0.76772,1,0.72563,0.68103,0.70496,0.7493,0.76842
VA,9,T. DEVAUGHAN,G. GRIFFITH,gop,0,0.26825,0,0.29531,0.24442,0.26714,0.32206,0.35011
VA,10,J. WEXTON,H. CAO,dem,0,0.57065,0.90714,0.55897,0.50198,0.52943,0.58914,0.61664
VA,11,G. CONNOLLY,J. MYLES,dem,0,0.69029,0.99888,0.65778,0.60962,0.63297,0.68282,0.70505
VT,1,B. BALINT,L. MADDEN,open,0,0.66304,0.99799,0.64079,0.58231,0.61102,0.67071,0.69835
WA,1,S. DELBENE,V. CAVALERI,dem,0,0.63715,0.99621,0.61405,0.56287,0.58829,0.64175,0.66452
WA,2,R. LARSEN,D. MATTHEWS,dem,0,0.59587,0.98103,0.57707,0.529,0.55222,0.60224,0.62483
WA,3,M. PÉREZ,J. KENT,open,0,0.45601,0.13192,0.44472,0.38395,0.41088,0.47661,0.50847
WA,4,D. WHITE,D. NEWHOUSE,gop,0,0.39123,0.00134,0.35926,0.30633,0.32985,0.38739,0.41493
WA,5,N. HILL,C. RODGERS,gop,0,0.42635,0.02165,0.40584,0.34966,0.37508,0.43533,0.46348
WA,6,D. KILMER,E. KREISELMAIER,dem,0,0.56633,0.9654,0.56801,0.52132,0.54395,0.59235,0.61273
WA,7,P. JAYAPAL,C. MOON,dem,0,0.87582,1,0.83274,0.79662,0.81585,0.85141,0.86691
WA,8,K. SCHRIER,M. LARKIN,dem,0,0.51161,0.4471,0.49482,0.44249,0.46572,0.52249,0.54967
WA,9,S. SMITH,D. BASLER,dem,0,0.71161,0.99978,0.69823,0.65728,0.67814,0.71932,0.73896
WA,10,M. STRICKLAND,K. SWANK,dem,0,0.56992,0.88661,0.55795,0.4969,0.52578,0.59079,0.61914
WI,1,A. ROE,B. STEIL,gop,0,0.46707,0.04487,0.42347,0.36739,0.39367,0.45186,0.4818
WI,2,M. POCAN,E. OLSEN,dem,0,0.69263,0.99978,0.67515,0.6247,0.64937,0.70161,0.725
WI,3,B. PFAFF,D. ORDEN,open,0,0.45342,0.09442,0.43913,0.38004,0.40858,0.46968,0.4984
WI,4,G. MOORE,T. ROGERS,dem,0,0.75216,1,0.7356,0.69818,0.71733,0.75547,0.77218
WI,5,M. SOMEREN,S. FITZGERALD,gop,0,0.36276,0.00112,0.34921,0.29446,0.31981,0.37762,0.40593
WI,6,,G. GROTHMAN,gop,1,0.39844,0,,,,,
WI,7,R. AUSMAN,T. TIFFANY,gop,0,0.37715,0.00625,0.37792,0.32134,0.34751,0.4071,0.43677
WI,8,J. HANCOCK,M. GALLAGHER,gop,0,0.39928,0.00201,0.36111,0.3082,0.33269,0.38751,0.4157
WV,1,L. WATSON,C. MILLER,gop,0,0.27384,0,0.30556,0.25374,0.27652,0.33217,0.36203
WV,2,B. WENDELL,A. MOONEY,gop,0,0.29244,0.00268,0.35869,0.3009,0.32746,0.38807,0.41932
WY,1,L. BULL,H. HAGEMAN,open,0,0.25746,0,0.25023,0.20313,0.2245,0.27408,0.29945
