"approval","date","president","party"
0.41,1994-10-19,"William J. Clinton","Democrat"
0.47,1994-10-25,"William J. Clinton","Democrat"
0.45,1994-11-06,"William J. Clinton","Democrat"
0.43,1994-11-29,"William J. Clinton","Democrat"
0.42,1994-12-05,"William J. Clinton","Democrat"
0.42,1994-12-18,"William J. Clinton","Democrat"
0.4,1994-12-30,"William J. Clinton","Democrat"
0.46,1995-01-18,"William J. Clinton","Democrat"
0.48,1995-02-05,"William J. Clinton","Democrat"
0.42,1995-02-26,"William J. Clinton","Democrat"
0.44,1995-03-19,"William J. Clinton","Democrat"
0.43,1995-03-29,"William J. Clinton","Democrat"
0.46,1995-04-06,"William J. Clinton","Democrat"
0.46,1995-04-19,"William J. Clinton","Democrat"
0.5,1995-04-24,"William J. Clinton","Democrat"
0.5,1995-05-14,"William J. Clinton","Democrat"
0.46,1995-06-06,"William J. Clinton","Democrat"
0.47,1995-07-09,"William J. Clinton","Democrat"
0.46,1995-07-23,"William J. Clinton","Democrat"
0.45,1995-08-07,"William J. Clinton","Democrat"
0.45,1995-08-30,"William J. Clinton","Democrat"
0.43,1995-09-17,"William J. Clinton","Democrat"
0.47,1995-09-24,"William J. Clinton","Democrat"
0.46,1995-10-07,"William J. Clinton","Democrat"
0.49,1995-10-22,"William J. Clinton","Democrat"
0.52,1995-11-08,"William J. Clinton","Democrat"
0.53,1995-11-18,"William J. Clinton","Democrat"
0.5,1995-12-18,"William J. Clinton","Democrat"
0.42,1996-01-07,"William J. Clinton","Democrat"
0.46,1996-01-15,"William J. Clinton","Democrat"
0.52,1996-01-29,"William J. Clinton","Democrat"
0.53,1996-02-25,"William J. Clinton","Democrat"
0.54,1996-03-10,"William J. Clinton","Democrat"
0.52,1996-03-17,"William J. Clinton","Democrat"
0.53,1996-04-10,"William J. Clinton","Democrat"
0.56,1996-04-28,"William J. Clinton","Democrat"
0.54,1996-05-12,"William J. Clinton","Democrat"
0.53,1996-05-29,"William J. Clinton","Democrat"
0.57,1996-06-19,"William J. Clinton","Democrat"
0.51,1996-06-30,"William J. Clinton","Democrat"
0.56,1996-07-21,"William J. Clinton","Democrat"
0.57,1996-07-28,"William J. Clinton","Democrat"
0.57,1996-08-07,"William J. Clinton","Democrat"
0.52,1996-08-18,"William J. Clinton","Democrat"
0.52,1996-08-25,"William J. Clinton","Democrat"
0.6,1996-09-01,"William J. Clinton","Democrat"
0.58,1996-10-02,"William J. Clinton","Democrat"
0.54,1996-10-27,"William J. Clinton","Democrat"
0.57,1996-11-24,"William J. Clinton","Democrat"
0.57,1996-12-11,"William J. Clinton","Democrat"
0.57,1997-01-05,"William J. Clinton","Democrat"
0.61,1997-01-13,"William J. Clinton","Democrat"
0.59,1997-02-02,"William J. Clinton","Democrat"
0.56,1997-02-26,"William J. Clinton","Democrat"
0.59,1997-03-26,"William J. Clinton","Democrat"
0.54,1997-04-13,"William J. Clinton","Democrat"
0.54,1997-04-20,"William J. Clinton","Democrat"
0.57,1997-05-07,"William J. Clinton","Democrat"
0.56,1997-06-01,"William J. Clinton","Democrat"
0.55,1997-06-29,"William J. Clinton","Democrat"
0.58,1997-07-27,"William J. Clinton","Democrat"
0.6,1997-08-13,"William J. Clinton","Democrat"
0.6,1997-08-25,"William J. Clinton","Democrat"
0.6,1997-09-07,"William J. Clinton","Democrat"
0.57,1997-09-28,"William J. Clinton","Democrat"
0.55,1997-10-05,"William J. Clinton","Democrat"
0.58,1997-10-29,"William J. Clinton","Democrat"
0.58,1997-11-09,"William J. Clinton","Democrat"
0.6,1997-11-23,"William J. Clinton","Democrat"
0.55,1997-12-21,"William J. Clinton","Democrat"
0.59,1998-01-07,"William J. Clinton","Democrat"
0.59,1998-01-18,"William J. Clinton","Democrat"
0.6,1998-01-25,"William J. Clinton","Democrat"
0.59,1998-01-26,"William J. Clinton","Democrat"
0.66,1998-01-28,"William J. Clinton","Democrat"
0.68,1998-02-01,"William J. Clinton","Democrat"
0.66,1998-02-15,"William J. Clinton","Democrat"
0.65,1998-02-22,"William J. Clinton","Democrat"
0.63,1998-03-09,"William J. Clinton","Democrat"
0.66,1998-03-16,"William J. Clinton","Democrat"
0.65,1998-03-22,"William J. Clinton","Democrat"
0.67,1998-04-01,"William J. Clinton","Democrat"
0.63,1998-04-19,"William J. Clinton","Democrat"
0.64,1998-05-10,"William J. Clinton","Democrat"
0.6,1998-06-07,"William J. Clinton","Democrat"
0.6,1998-06-23,"William J. Clinton","Democrat"
0.61,1998-07-08,"William J. Clinton","Democrat"
0.63,1998-07-14,"William J. Clinton","Democrat"
0.64,1998-07-29,"William J. Clinton","Democrat"
0.63,1998-08-08,"William J. Clinton","Democrat"
0.64,1998-08-12,"William J. Clinton","Democrat"
0.61,1998-08-17,"William J. Clinton","Democrat"
0.65,1998-08-18,"William J. Clinton","Democrat"
0.6,1998-08-20,"William J. Clinton","Democrat"
0.61,1998-08-23,"William J. Clinton","Democrat"
0.62,1998-09-01,"William J. Clinton","Democrat"
0.59,1998-09-10,"William J. Clinton","Democrat"
0.63,1998-09-12,"William J. Clinton","Democrat"
0.63,1998-09-15,"William J. Clinton","Democrat"
0.59,1998-09-20,"William J. Clinton","Democrat"
0.65,1998-09-21,"William J. Clinton","Democrat"
0.65,1998-09-24,"William J. Clinton","Democrat"
0.63,1998-10-07,"William J. Clinton","Democrat"
0.65,1998-10-12,"William J. Clinton","Democrat"
0.65,1998-10-25,"William J. Clinton","Democrat"
0.65,1998-11-01,"William J. Clinton","Democrat"
0.65,1998-11-15,"William J. Clinton","Democrat"
0.65,1998-11-22,"William J. Clinton","Democrat"
0.65,1998-12-06,"William J. Clinton","Democrat"
0.63,1998-12-13,"William J. Clinton","Democrat"
0.63,1999-01-06,"William J. Clinton","Democrat"
0.67,1999-01-10,"William J. Clinton","Democrat"
0.69,1999-01-17,"William J. Clinton","Democrat"
0.69,1999-01-24,"William J. Clinton","Democrat"
0.67,1999-01-27,"William J. Clinton","Democrat"
0.59,1999-02-07,"William J. Clinton","Democrat"
0.65,1999-02-08,"William J. Clinton","Democrat"
0.62,1999-02-09,"William J. Clinton","Democrat"
0.69,1999-02-09,"William J. Clinton","Democrat"
0.66,1999-02-13,"William J. Clinton","Democrat"
0.66,1999-02-21,"William J. Clinton","Democrat"
0.65,1999-02-28,"William J. Clinton","Democrat"
0.67,1999-03-07,"William J. Clinton","Democrat"
0.61,1999-03-14,"William J. Clinton","Democrat"
0.64,1999-03-21,"William J. Clinton","Democrat"
0.64,1999-03-31,"William J. Clinton","Democrat"
0.58,1999-04-07,"William J. Clinton","Democrat"
0.59,1999-04-14,"William J. Clinton","Democrat"
0.59,1999-04-27,"William J. Clinton","Democrat"
0.6,1999-05-02,"William J. Clinton","Democrat"
0.6,1999-05-09,"William J. Clinton","Democrat"
0.56,1999-05-23,"William J. Clinton","Democrat"
0.59,1999-06-05,"William J. Clinton","Democrat"
0.61,1999-06-13,"William J. Clinton","Democrat"
0.57,1999-06-27,"William J. Clinton","Democrat"
0.58,1999-07-14,"William J. Clinton","Democrat"
0.57,1999-07-18,"William J. Clinton","Democrat"
0.64,1999-07-25,"William J. Clinton","Democrat"
0.6,1999-08-04,"William J. Clinton","Democrat"
0.59,1999-08-18,"William J. Clinton","Democrat"
0.59,1999-08-26,"William J. Clinton","Democrat"
0.6,1999-09-14,"William J. Clinton","Democrat"
0.59,1999-09-26,"William J. Clinton","Democrat"
0.56,1999-10-10,"William J. Clinton","Democrat"
0.59,1999-10-24,"William J. Clinton","Democrat"
0.58,1999-11-07,"William J. Clinton","Democrat"
0.59,1999-11-21,"William J. Clinton","Democrat"
0.56,1999-12-12,"William J. Clinton","Democrat"
0.57,1999-12-21,"William J. Clinton","Democrat"
0.63,2000-01-10,"William J. Clinton","Democrat"
0.59,2000-01-16,"William J. Clinton","Democrat"
0.61,2000-01-19,"William J. Clinton","Democrat"
0.64,2000-01-26,"William J. Clinton","Democrat"
0.62,2000-02-05,"William J. Clinton","Democrat"
0.61,2000-02-15,"William J. Clinton","Democrat"
0.56,2000-02-27,"William J. Clinton","Democrat"
0.63,2000-03-12,"William J. Clinton","Democrat"
0.55,2000-03-19,"William J. Clinton","Democrat"
0.62,2000-04-02,"William J. Clinton","Democrat"
0.58,2000-04-30,"William J. Clinton","Democrat"
0.57,2000-05-07,"William J. Clinton","Democrat"
0.57,2000-05-21,"William J. Clinton","Democrat"
0.59,2000-06-07,"William J. Clinton","Democrat"
0.54,2000-06-25,"William J. Clinton","Democrat"
0.59,2000-07-09,"William J. Clinton","Democrat"
0.59,2000-07-16,"William J. Clinton","Democrat"
0.56,2000-07-26,"William J. Clinton","Democrat"
0.63,2000-08-05,"William J. Clinton","Democrat"
0.57,2000-08-12,"William J. Clinton","Democrat"
0.61,2000-08-19,"William J. Clinton","Democrat"
0.62,2000-09-03,"William J. Clinton","Democrat"
0.6,2000-09-13,"William J. Clinton","Democrat"
0.58,2000-10-09,"William J. Clinton","Democrat"
0.56,2000-10-26,"William J. Clinton","Democrat"
0.63,2000-11-15,"William J. Clinton","Democrat"
0.59,2000-12-04,"William J. Clinton","Democrat"
0.71,2000-12-17,"William J. Clinton","Democrat"
0.63,2001-01-07,"William J. Clinton","Democrat"
0.66,2001-01-14,"William J. Clinton","Democrat"
0.57,2001-02-04,"George W. Bush","Republican"
0.57,2001-02-11,"George W. Bush","Republican"
0.61,2001-02-21,"George W. Bush","Republican"
0.62,2001-03-07,"George W. Bush","Republican"
0.58,2001-03-11,"George W. Bush","Republican"
0.52,2001-03-28,"George W. Bush","Republican"
0.59,2001-04-08,"George W. Bush","Republican"
0.62,2001-04-22,"George W. Bush","Republican"
0.53,2001-05-09,"George W. Bush","Republican"
0.56,2001-05-14,"George W. Bush","Republican"
0.55,2001-05-20,"George W. Bush","Republican"
0.55,2001-06-10,"George W. Bush","Republican"
0.52,2001-06-17,"George W. Bush","Republican"
0.5,2001-06-28,"George W. Bush","Republican"
0.52,2001-07-01,"George W. Bush","Republican"
0.57,2001-07-11,"George W. Bush","Republican"
0.55,2001-07-22,"George W. Bush","Republican"
0.55,2001-08-05,"George W. Bush","Republican"
0.57,2001-08-12,"George W. Bush","Republican"
0.57,2001-08-19,"George W. Bush","Republican"
0.55,2001-08-26,"George W. Bush","Republican"
0.51,2001-09-11,"George W. Bush","Republican"
0.85,2001-09-15,"George W. Bush","Republican"
0.89,2001-09-22,"George W. Bush","Republican"
0.87,2001-10-07,"George W. Bush","Republican"
0.89,2001-10-14,"George W. Bush","Republican"
0.88,2001-10-21,"George W. Bush","Republican"
0.87,2001-11-04,"George W. Bush","Republican"
0.86,2001-11-11,"George W. Bush","Republican"
0.84,2001-11-15,"George W. Bush","Republican"
0.87,2001-11-27,"George W. Bush","Republican"
0.85,2001-12-09,"George W. Bush","Republican"
0.85,2001-12-16,"George W. Bush","Republican"
0.82,2002-01-14,"George W. Bush","Republican"
0.84,2002-01-27,"George W. Bush","Republican"
0.81,2002-02-06,"George W. Bush","Republican"
0.81,2002-02-10,"George W. Bush","Republican"
0.8,2002-03-03,"George W. Bush","Republican"
0.76,2002-03-07,"George W. Bush","Republican"
0.79,2002-03-09,"George W. Bush","Republican"
0.79,2002-03-20,"George W. Bush","Republican"
0.78,2002-03-24,"George W. Bush","Republican"
0.75,2002-04-07,"George W. Bush","Republican"
0.74,2002-04-11,"George W. Bush","Republican"
0.76,2002-04-24,"George W. Bush","Republican"
0.77,2002-05-01,"George W. Bush","Republican"
0.75,2002-05-09,"George W. Bush","Republican"
0.76,2002-05-22,"George W. Bush","Republican"
0.76,2002-05-29,"George W. Bush","Republican"
0.7,2002-06-06,"George W. Bush","Republican"
0.74,2002-06-08,"George W. Bush","Republican"
0.74,2002-06-19,"George W. Bush","Republican"
0.73,2002-06-23,"George W. Bush","Republican"
0.75,2002-07-08,"George W. Bush","Republican"
0.72,2002-07-11,"George W. Bush","Republican"
0.68,2002-07-24,"George W. Bush","Republican"
0.68,2002-07-28,"George W. Bush","Republican"
0.7,2002-07-31,"George W. Bush","Republican"
0.65,2002-08-21,"George W. Bush","Republican"
0.66,2002-09-04,"George W. Bush","Republican"
0.65,2002-09-08,"George W. Bush","Republican"
0.7,2002-09-16,"George W. Bush","Republican"
0.66,2002-09-18,"George W. Bush","Republican"
0.67,2002-09-25,"George W. Bush","Republican"
0.67,2002-10-06,"George W. Bush","Republican"
0.62,2002-10-17,"George W. Bush","Republican"
0.66,2002-10-22,"George W. Bush","Republican"
0.63,2002-11-03,"George W. Bush","Republican"
0.68,2002-11-10,"George W. Bush","Republican"
0.66,2002-11-14,"George W. Bush","Republican"
0.63,2002-12-08,"George W. Bush","Republican"
0.63,2002-12-17,"George W. Bush","Republican"
0.61,2002-12-22,"George W. Bush","Republican"
0.63,2003-01-05,"George W. Bush","Republican"
0.57,2003-01-12,"George W. Bush","Republican"
0.61,2003-01-16,"George W. Bush","Republican"
0.58,2003-01-22,"George W. Bush","Republican"
0.59,2003-01-25,"George W. Bush","Republican"
0.6,2003-02-02,"George W. Bush","Republican"
0.59,2003-02-06,"George W. Bush","Republican"
0.61,2003-02-09,"George W. Bush","Republican"
0.57,2003-02-19,"George W. Bush","Republican"
0.56,2003-02-26,"George W. Bush","Republican"
0.57,2003-03-05,"George W. Bush","Republican"
0.58,2003-03-15,"George W. Bush","Republican"
0.7,2003-03-23,"George W. Bush","Republican"
0.69,2003-03-25,"George W. Bush","Republican"
0.7,2003-03-30,"George W. Bush","Republican"
0.7,2003-04-06,"George W. Bush","Republican"
0.68,2003-04-09,"George W. Bush","Republican"
0.7,2003-04-16,"George W. Bush","Republican"
0.7,2003-04-23,"George W. Bush","Republican"
0.69,2003-05-07,"George W. Bush","Republican"
0.65,2003-05-21,"George W. Bush","Republican"
0.63,2003-06-01,"George W. Bush","Republican"
0.61,2003-06-10,"George W. Bush","Republican"
0.56,2003-06-15,"George W. Bush","Republican"
0.61,2003-06-29,"George W. Bush","Republican"
0.62,2003-07-09,"George W. Bush","Republican"
0.59,2003-07-20,"George W. Bush","Republican"
0.6,2003-08-06,"George W. Bush","Republican"
0.59,2003-08-26,"George W. Bush","Republican"
0.52,2003-09-10,"George W. Bush","Republican"
0.49,2003-09-21,"George W. Bush","Republican"
0.54,2003-10-08,"George W. Bush","Republican"
0.55,2003-10-12,"George W. Bush","Republican"
0.53,2003-10-26,"George W. Bush","Republican"
0.62,2003-10-27,"George W. Bush","Republican"
0.53,2003-11-05,"George W. Bush","Republican"
0.5,2003-11-16,"George W. Bush","Republican"
0.55,2003-12-14,"George W. Bush","Republican"
0.62,2003-12-16,"George W. Bush","Republican"
0.6,2004-01-05,"George W. Bush","Republican"
0.58,2004-01-11,"George W. Bush","Republican"
0.53,2004-01-15,"George W. Bush","Republican"
0.51,2004-02-01,"George W. Bush","Republican"
0.51,2004-02-08,"George W. Bush","Republican"
0.51,2004-02-12,"George W. Bush","Republican"
0.52,2004-02-17,"George W. Bush","Republican"
0.5,2004-03-07,"George W. Bush","Republican"
0.51,2004-03-11,"George W. Bush","Republican"
0.54,2004-03-28,"George W. Bush","Republican"
0.51,2004-04-08,"George W. Bush","Republican"
0.51,2004-04-18,"George W. Bush","Republican"
0.48,2004-05-04,"George W. Bush","Republican"
0.46,2004-05-09,"George W. Bush","Republican"
0.46,2004-05-23,"George W. Bush","Republican"
0.48,2004-06-06,"George W. Bush","Republican"
0.47,2004-06-23,"George W. Bush","Republican"
0.52,2004-06-29,"George W. Bush","Republican"
0.47,2004-07-11,"George W. Bush","Republican"
0.48,2004-07-21,"George W. Bush","Republican"
0.46,2004-07-31,"George W. Bush","Republican"
0.51,2004-08-11,"George W. Bush","Republican"
0.49,2004-08-25,"George W. Bush","Republican"
0.51,2004-09-05,"George W. Bush","Republican"
0.51,2004-09-15,"George W. Bush","Republican"
0.53,2004-09-26,"George W. Bush","Republican"
0.49,2004-10-03,"George W. Bush","Republican"
0.47,2004-10-10,"George W. Bush","Republican"
0.48,2004-10-14,"George W. Bush","Republican"
0.51,2004-10-16,"George W. Bush","Republican"
0.5,2004-10-24,"George W. Bush","Republican"
0.47,2004-10-31,"George W. Bush","Republican"
0.53,2004-11-10,"George W. Bush","Republican"
0.52,2004-12-08,"George W. Bush","Republican"
0.49,2004-12-19,"George W. Bush","Republican"
0.51,2005-01-05,"George W. Bush","Republican"
0.51,2005-01-09,"George W. Bush","Republican"
0.57,2005-02-06,"George W. Bush","Republican"
0.48,2005-02-10,"George W. Bush","Republican"
0.51,2005-02-24,"George W. Bush","Republican"
0.52,2005-02-27,"George W. Bush","Republican"
0.52,2005-03-10,"George W. Bush","Republican"
0.51,2005-03-20,"George W. Bush","Republican"
0.47,2005-04-02,"George W. Bush","Republican"
0.5,2005-04-07,"George W. Bush","Republican"
0.47,2005-04-21,"George W. Bush","Republican"
0.47,2005-05-01,"George W. Bush","Republican"
0.5,2005-05-05,"George W. Bush","Republican"
0.45,2005-05-22,"George W. Bush","Republican"
0.47,2005-05-26,"George W. Bush","Republican"
0.47,2005-06-08,"George W. Bush","Republican"
0.47,2005-06-19,"George W. Bush","Republican"
0.41,2005-06-26,"George W. Bush","Republican"
0.48,2005-07-10,"George W. Bush","Republican"
0.48,2005-07-24,"George W. Bush","Republican"
0.45,2005-08-11,"George W. Bush","Republican"
0.39,2005-08-25,"George W. Bush","Republican"
0.45,2005-08-30,"George W. Bush","Republican"
0.46,2005-09-11,"George W. Bush","Republican"
0.44,2005-09-15,"George W. Bush","Republican"
0.39,2005-09-18,"George W. Bush","Republican"
0.45,2005-09-28,"George W. Bush","Republican"
0.39,2005-10-16,"George W. Bush","Republican"
0.41,2005-10-23,"George W. Bush","Republican"
0.4,2005-10-27,"George W. Bush","Republican"
0.4,2005-10-30,"George W. Bush","Republican"
0.4,2005-11-10,"George W. Bush","Republican"
0.36,2005-11-13,"George W. Bush","Republican"
0.38,2005-11-20,"George W. Bush","Republican"
0.43,2005-12-08,"George W. Bush","Republican"
0.42,2005-12-11,"George W. Bush","Republican"
0.41,2005-12-18,"George W. Bush","Republican"
0.43,2005-12-22,"George W. Bush","Republican"
0.43,2006-01-08,"George W. Bush","Republican"
0.43,2006-01-12,"George W. Bush","Republican"
0.43,2006-01-22,"George W. Bush","Republican"
0.42,2006-02-09,"George W. Bush","Republican"
0.39,2006-02-12,"George W. Bush","Republican"
0.38,2006-03-01,"George W. Bush","Republican"
0.36,2006-03-12,"George W. Bush","Republican"
0.37,2006-03-16,"George W. Bush","Republican"
0.37,2006-04-09,"George W. Bush","Republican"
0.36,2006-04-13,"George W. Bush","Republican"
0.34,2006-04-30,"George W. Bush","Republican"
0.31,2006-05-07,"George W. Bush","Republican"
0.33,2006-05-11,"George W. Bush","Republican"
0.36,2006-06-04,"George W. Bush","Republican"
0.38,2006-06-11,"George W. Bush","Republican"
0.37,2006-06-25,"George W. Bush","Republican"
0.4,2006-07-09,"George W. Bush","Republican"
0.37,2006-07-23,"George W. Bush","Republican"
0.4,2006-07-30,"George W. Bush","Republican"
0.37,2006-08-10,"George W. Bush","Republican"
0.42,2006-08-20,"George W. Bush","Republican"
0.39,2006-09-10,"George W. Bush","Republican"
0.44,2006-09-17,"George W. Bush","Republican"
0.37,2006-10-08,"George W. Bush","Republican"
0.37,2006-10-12,"George W. Bush","Republican"
0.37,2006-10-22,"George W. Bush","Republican"
0.38,2006-11-05,"George W. Bush","Republican"
0.33,2006-11-12,"George W. Bush","Republican"
0.38,2006-12-10,"George W. Bush","Republican"
0.35,2006-12-14,"George W. Bush","Republican"
0.37,2007-01-07,"George W. Bush","Republican"
0.34,2007-01-14,"George W. Bush","Republican"
0.32,2007-02-04,"George W. Bush","Republican"
0.37,2007-02-11,"George W. Bush","Republican"
0.33,2007-03-04,"George W. Bush","Republican"
0.35,2007-03-14,"George W. Bush","Republican"
0.34,2007-03-25,"George W. Bush","Republican"
0.38,2007-04-05,"George W. Bush","Republican"
0.36,2007-04-15,"George W. Bush","Republican"
0.34,2007-05-06,"George W. Bush","Republican"
0.33,2007-05-13,"George W. Bush","Republican"
0.32,2007-06-03,"George W. Bush","Republican"
0.32,2007-06-14,"George W. Bush","Republican"
0.29,2007-07-08,"George W. Bush","Republican"
0.31,2007-07-15,"George W. Bush","Republican"
0.34,2007-08-05,"George W. Bush","Republican"
0.32,2007-08-16,"George W. Bush","Republican"
0.33,2007-09-08,"George W. Bush","Republican"
0.36,2007-09-16,"George W. Bush","Republican"
0.32,2007-10-07,"George W. Bush","Republican"
0.32,2007-10-14,"George W. Bush","Republican"
0.31,2007-11-04,"George W. Bush","Republican"
0.32,2007-11-14,"George W. Bush","Republican"
0.34,2007-12-02,"George W. Bush","Republican"
0.37,2007-12-09,"George W. Bush","Republican"
0.32,2007-12-16,"George W. Bush","Republican"
0.32,2008-01-06,"George W. Bush","Republican"
0.34,2008-01-13,"George W. Bush","Republican"
0.34,2008-02-02,"George W. Bush","Republican"
0.33,2008-02-10,"George W. Bush","Republican"
0.31,2008-02-14,"George W. Bush","Republican"
0.32,2008-02-24,"George W. Bush","Republican"
0.32,2008-03-09,"George W. Bush","Republican"
0.32,2008-03-16,"George W. Bush","Republican"
0.28,2008-04-09,"George W. Bush","Republican"
0.28,2008-04-20,"George W. Bush","Republican"
0.28,2008-05-03,"George W. Bush","Republican"
0.28,2008-06-01,"George W. Bush","Republican"
0.3,2008-06-12,"George W. Bush","Republican"
0.28,2008-06-19,"George W. Bush","Republican"
0.31,2008-07-13,"George W. Bush","Republican"
0.32,2008-07-27,"George W. Bush","Republican"
0.33,2008-08-10,"George W. Bush","Republican"
0.29,2008-08-23,"George W. Bush","Republican"
0.33,2008-09-07,"George W. Bush","Republican"
0.27,2008-09-27,"George W. Bush","Republican"
0.25,2008-10-05,"George W. Bush","Republican"
0.25,2008-10-12,"George W. Bush","Republican"
0.31,2008-10-26,"George W. Bush","Republican"
0.25,2008-11-02,"George W. Bush","Republican"
0.28,2008-11-09,"George W. Bush","Republican"
0.29,2008-11-16,"George W. Bush","Republican"
0.32,2008-12-07,"George W. Bush","Republican"
0.29,2008-12-14,"George W. Bush","Republican"
0.34,2009-01-11,"George W. Bush","Republican"
0.68,2009-01-23,"Barack Obama","Democrat"
0.69,2009-01-24,"Barack Obama","Democrat"
0.67,2009-01-25,"Barack Obama","Democrat"
0.65,2009-01-26,"Barack Obama","Democrat"
0.64,2009-01-27,"Barack Obama","Democrat"
0.64,2009-01-28,"Barack Obama","Democrat"
0.66,2009-01-29,"Barack Obama","Democrat"
0.67,2009-01-30,"Barack Obama","Democrat"
0.67,2009-01-31,"Barack Obama","Democrat"
0.66,2009-02-01,"Barack Obama","Democrat"
0.66,2009-02-02,"Barack Obama","Democrat"
0.65,2009-02-03,"Barack Obama","Democrat"
0.65,2009-02-04,"Barack Obama","Democrat"
0.63,2009-02-05,"Barack Obama","Democrat"
0.65,2009-02-06,"Barack Obama","Democrat"
0.64,2009-02-07,"Barack Obama","Democrat"
0.66,2009-02-08,"Barack Obama","Democrat"
0.63,2009-02-09,"Barack Obama","Democrat"
0.63,2009-02-10,"Barack Obama","Democrat"
0.64,2009-02-11,"Barack Obama","Democrat"
0.66,2009-02-12,"Barack Obama","Democrat"
0.66,2009-02-14,"Barack Obama","Democrat"
0.64,2009-02-15,"Barack Obama","Democrat"
0.62,2009-02-16,"Barack Obama","Democrat"
0.62,2009-02-17,"Barack Obama","Democrat"
0.62,2009-02-18,"Barack Obama","Democrat"
0.63,2009-02-19,"Barack Obama","Democrat"
0.63,2009-02-20,"Barack Obama","Democrat"
0.62,2009-02-22,"Barack Obama","Democrat"
0.59,2009-02-23,"Barack Obama","Democrat"
0.61,2009-02-24,"Barack Obama","Democrat"
0.65,2009-02-25,"Barack Obama","Democrat"
0.67,2009-02-26,"Barack Obama","Democrat"
0.67,2009-02-27,"Barack Obama","Democrat"
0.64,2009-02-28,"Barack Obama","Democrat"
0.63,2009-03-01,"Barack Obama","Democrat"
0.62,2009-03-02,"Barack Obama","Democrat"
0.61,2009-03-03,"Barack Obama","Democrat"
0.62,2009-03-04,"Barack Obama","Democrat"
0.62,2009-03-05,"Barack Obama","Democrat"
0.62,2009-03-06,"Barack Obama","Democrat"
0.62,2009-03-07,"Barack Obama","Democrat"
0.62,2009-03-08,"Barack Obama","Democrat"
0.62,2009-03-09,"Barack Obama","Democrat"
0.62,2009-03-10,"Barack Obama","Democrat"
0.63,2009-03-11,"Barack Obama","Democrat"
0.62,2009-03-12,"Barack Obama","Democrat"
0.61,2009-03-13,"Barack Obama","Democrat"
0.61,2009-03-14,"Barack Obama","Democrat"
0.61,2009-03-15,"Barack Obama","Democrat"
0.62,2009-03-16,"Barack Obama","Democrat"
0.61,2009-03-17,"Barack Obama","Democrat"
0.62,2009-03-18,"Barack Obama","Democrat"
0.62,2009-03-19,"Barack Obama","Democrat"
0.64,2009-03-20,"Barack Obama","Democrat"
0.65,2009-03-21,"Barack Obama","Democrat"
0.65,2009-03-22,"Barack Obama","Democrat"
0.63,2009-03-23,"Barack Obama","Democrat"
0.63,2009-03-24,"Barack Obama","Democrat"
0.62,2009-03-25,"Barack Obama","Democrat"
0.62,2009-03-26,"Barack Obama","Democrat"
0.62,2009-03-27,"Barack Obama","Democrat"
0.6,2009-03-28,"Barack Obama","Democrat"
0.6,2009-03-29,"Barack Obama","Democrat"
0.59,2009-03-30,"Barack Obama","Democrat"
0.6,2009-03-31,"Barack Obama","Democrat"
0.61,2009-04-01,"Barack Obama","Democrat"
0.62,2009-04-02,"Barack Obama","Democrat"
0.63,2009-04-03,"Barack Obama","Democrat"
0.62,2009-04-04,"Barack Obama","Democrat"
0.61,2009-04-05,"Barack Obama","Democrat"
0.61,2009-04-06,"Barack Obama","Democrat"
0.6,2009-04-07,"Barack Obama","Democrat"
0.59,2009-04-08,"Barack Obama","Democrat"
0.6,2009-04-09,"Barack Obama","Democrat"
0.62,2009-04-10,"Barack Obama","Democrat"
0.63,2009-04-11,"Barack Obama","Democrat"
0.62,2009-04-13,"Barack Obama","Democrat"
0.63,2009-04-14,"Barack Obama","Democrat"
0.62,2009-04-15,"Barack Obama","Democrat"
0.62,2009-04-16,"Barack Obama","Democrat"
0.61,2009-04-17,"Barack Obama","Democrat"
0.62,2009-04-18,"Barack Obama","Democrat"
0.63,2009-04-19,"Barack Obama","Democrat"
0.63,2009-04-20,"Barack Obama","Democrat"
0.64,2009-04-21,"Barack Obama","Democrat"
0.65,2009-04-22,"Barack Obama","Democrat"
0.65,2009-04-23,"Barack Obama","Democrat"
0.66,2009-04-24,"Barack Obama","Democrat"
0.65,2009-04-25,"Barack Obama","Democrat"
0.65,2009-04-26,"Barack Obama","Democrat"
0.63,2009-04-27,"Barack Obama","Democrat"
0.63,2009-04-28,"Barack Obama","Democrat"
0.63,2009-04-29,"Barack Obama","Democrat"
0.65,2009-04-30,"Barack Obama","Democrat"
0.67,2009-05-01,"Barack Obama","Democrat"
0.68,2009-05-02,"Barack Obama","Democrat"
0.67,2009-05-03,"Barack Obama","Democrat"
0.67,2009-05-04,"Barack Obama","Democrat"
0.66,2009-05-05,"Barack Obama","Democrat"
0.67,2009-05-06,"Barack Obama","Democrat"
0.66,2009-05-07,"Barack Obama","Democrat"
0.66,2009-05-08,"Barack Obama","Democrat"
0.66,2009-05-09,"Barack Obama","Democrat"
0.66,2009-05-10,"Barack Obama","Democrat"
0.65,2009-05-11,"Barack Obama","Democrat"
0.64,2009-05-12,"Barack Obama","Democrat"
0.64,2009-05-13,"Barack Obama","Democrat"
0.63,2009-05-14,"Barack Obama","Democrat"
0.65,2009-05-15,"Barack Obama","Democrat"
0.63,2009-05-16,"Barack Obama","Democrat"
0.64,2009-05-17,"Barack Obama","Democrat"
0.63,2009-05-18,"Barack Obama","Democrat"
0.65,2009-05-19,"Barack Obama","Democrat"
